     LAMBDA/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,      solmain1,         fpi21,           fpi,         fpi22,   solsample_z,       solpi21,      solpi21a,     solpi22.3,       solpic1,       solpic2,        Q_coil,     solmain1s,          none,         cc1r1,       loop0yh,         cc3r1,        loop0z,     solphase1,     solphase2,   solanalyzer,      solguide,         cc1y1,         cc1y2,         cc3y1,         cc3y2,         cc1z1,         cc1z2,         cc3z1,    solphase1s,     solmain1h,    solsample1,        loop1z,        loop1y,        loop2z,        loop2y,        solaux,  solphase1ccx,  solphase1ccy,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
     Lambda/A ,    dlambda/A ,      Q/A**-1 ,     t_nom/ns ,     t_act/ns ,   countscale ,phase_deg_perA1 ,phase_deg_perA2 ,     pow01: main,     pow02: pi21,     pow03: pi  ,     pow04: pi22,          pow05,          pow06,          pow07,          pow08,          pow09,         pow10,         pow11,         pow12,         pow13,         pow16,         pow17,         pow18,         pow19,    pow20: pha1,         pow21,         pow22,         pow23,         pow24,         pow25,         pow26,         pow27,         pow28,         pow29,         pow30,         pow32,         pow33,         pow34,         pow35,         pow36,         pow37,         pow38,          dum1,          dum2,          dum3,         mophi,       mogamma,        mobeta,         mopsi,          mo_z,         moana,      mo_cc31a,      mo_cc31b,      mo_cc21a,      mo_cc21b,      mo_cc11a,      mo_cc11b,      mo_cc32a,      mo_cc32b,      mo_cc22a,      mo_cc22b,      mo_cc12a,      mo_cc12b,      selector,          J/Tm,          mode,       epoch/s
             6,       0.24492,          0.52,           8.5,      8.500207,       9.81211,     -1591.164,             0,      28.13992,    -0.3267512,    -0.4819041,    -0.5619852,      1.946487,      1.366675,     0.2477221,    -0.7542228,             0,            -0,             0,             0,             0,      10.97242,    0.01460115,      8.801959,             0,    -0.4955476,             0,             9,            -5,    -0.5488285,    -0.5488285,     0.1535489,     0.1535489,    0.03623886,    0.03623886,  -0.005630758,             0,             0,      2.428962,     -8.601254,      1.207895,      9.907708,    0.07758307,             0,     -12.94746,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.2114839,             1,    1775143375 
             6,       0.24492,          0.52,            11,      11.00027,       9.69471,     -1591.164,             0,      36.45163,    -0.3267338,    -0.4821672,    -0.5619924,      1.974904,      1.417813,     0.7695207,    -0.7435389,             0,            -0,             0,             0,             0,      14.31203,    0.01929339,      11.73179,             0,     -0.448145,             0,             9,            -5,    -0.5828469,    -0.5828469,     0.1712757,     0.1712757,    0.01928351,    0.01928351,  -0.007287273,             0,             0,      2.410318,     -8.877096,      1.576656,      10.12948,    -0.1613337,             0,     -16.88819,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.2736851,             1,    1775143412 
             6,       0.24492,          0.52,            15,      15.00037,       9.44893,     -1591.164,             0,      49.75041,    -0.3267058,    -0.4825925,    -0.5620041,      2.020822,      1.499645,      1.604788,     -0.726445,             0,            -0,             0,             0,             0,      19.63325,    0.02684394,      16.43871,             0,    -0.3706269,             0,             9,            -5,    -0.6202301,    -0.6202301,     0.1962546,     0.1962546,   -0.01663737,   -0.01663737,  -0.009937767,             0,             0,       2.38055,     -9.320239,      2.169782,      10.48572,    -0.5442636,             0,     -23.16724,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.3732071,             1,    1775143453 
             6,       0.24492,          0.52,            20,      20.00051,       9.04933,     -1591.164,             0,      66.37305,    -0.3266705,     -0.483132,    -0.5620188,      2.079011,      1.601972,      2.649959,    -0.7050758,             0,            -0,             0,             0,             0,      26.36017,    0.03639864,      22.37677,             0,    -0.2736523,             0,             9,            -5,    -0.7958304,    -0.7958304,     0.2748925,     0.2748925,   -0.09555643,   -0.09555643,   -0.01325096,             0,             0,      2.343148,     -9.879326,      2.903609,      10.93514,     -1.042739,             0,     -31.10499,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.4976098,             1,    1775143500 
             6,       0.24492,          0.52,            27,      27.00076,       8.34328,     -1591.164,             0,      89.64514,    -0.3266207,     -0.483902,    -0.5620394,      2.161952,      1.745235,      4.114204,    -0.6751547,             0,            -0,             0,             0,             0,      35.68867,    0.04991618,      30.74149,             0,    -0.1409164,             0,             9,            -5,    -0.6742316,    -0.6742316,     0.2892016,     0.2892016,    -0.1711952,    -0.1711952,   -0.01788955,             0,             0,      2.290993,     -10.66686,      3.964166,      11.56808,     -1.715058,             0,     -42.11263,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.6717748,             1,    1775143561 
             6,       0.24492,          0.52,            35,      35.00115,       7.38158,     -1591.164,             0,      116.2417,    -0.3265635,    -0.4848031,    -0.5620632,      2.258872,      1.909011,      5.788746,    -0.6409579,             0,            -0,             0,             0,             0,       46.3716,    0.06555578,      40.35484,             0,    0.01252863,             0,             9,            -5,     -0.821309,     -0.821309,     0.3639508,     0.3639508,    -0.2644789,    -0.2644789,   -0.02319095,             0,             0,      2.231334,     -11.57203,      5.165452,      12.29541,     -2.506638,             0,     -54.71848,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,     0.8708234,             1,    1775143626 
             6,       0.24492,          0.52,            42,      42.00164,       6.46176,     -1591.164,             0,      139.5141,    -0.3265133,    -0.4856104,     -0.562084,      2.345564,      2.052335,      7.254673,    -0.6110335,             0,            -0,             0,             0,             0,      55.70325,    0.07940569,      48.80028,             0,     0.1462371,             0,             9,            -5,     -0.946116,     -0.946116,     0.4277003,     0.4277003,    -0.3427063,    -0.3427063,   -0.02782982,             0,             0,      2.179168,     -12.36729,      6.220807,      12.93427,     -3.201782,             0,     -65.72983,             0,      28.75169,             0,             0,     -75.62415,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,      1.044995,             1,    1775143697 
             6,       0.24492,          0.53,          0.49,     0.4900213,       9.98813,     -1591.164,             0,      1.502481,    -0.3268021,    -0.4811266,    -0.5619644,      1.862438,      1.203451,     -1.407458,    -0.7889849,             0,            -0,             0,             0,             0,     0.4405248,    0.00149103,     0.2505718,             0,    -0.6498305,             0,             9,            -5,     -0.402755,     -0.402755,    0.09769244,    0.09769244,    0.09292094,    0.09292094, -0.0003242186,             0,             0,      2.491588,      -7.79577,     0.1218409,      9.259953,     0.7379646,             0,    -0.5198193,             0,      29.31687,             0,             0,     -75.34157,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01219166,             1,    1775143730 
             6,       0.24492,          0.53,          0.65,     0.6500229,       9.98768,     -1591.164,             0,      2.035032,    -0.3268014,    -0.4811429,    -0.5619647,      1.864203,      1.206685,     -1.375513,    -0.7883022,             0,            -0,             0,             0,             0,     0.6348226,   0.001659733,     0.3650597,             0,    -0.6470596,             0,             9,            -5,    -0.4069919,    -0.4069919,    0.09902928,    0.09902928,    0.09410634,    0.09410634, -0.0004301472,             0,             0,      2.490446,     -7.806604,     0.1373535,      9.268622,     0.7293091,             0,    -0.7490907,             0,      29.31687,             0,             0,     -75.34157,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.01617247,             1,    1775143745 
             6,       0.24492,          0.53,          0.86,     0.8600261,        9.9869,     -1591.164,             0,      2.733823,    -0.3268004,    -0.4811643,    -0.5619651,      1.866519,       1.21094,     -1.333157,    -0.7874055,             0,            -0,             0,             0,             0,     0.8964147,   0.001919435,     0.5369957,             0,    -0.6432249,             0,             9,            -5,    -0.4059089,    -0.4059089,    0.09869129,    0.09869129,    0.09769922,    0.09769922,  -0.000569199,             0,             0,       2.48893,     -7.822848,     0.1607174,      9.281641,     0.7166643,             0,     -1.057769,             0,      29.31687,             0,             0,     -75.34157,      209.0002,             3,        0.1223,     -0.336708,             0,             0,      -0.40341,       0.87593,     -0.825399,     -0.626504,             0,             0,      0.471288,      0.264776,      353.6792,    0.02139732,             1,    1775143762 
